df_merged_index,C4orf3,ANXA13,primary_or_metastasis
139,-0.018877855862912,-0.115767781689102,
140,0.075329897182339,-0.031009282373336,Metastasis
141,-0.043332095876728,0.054250551809114,
142,0.023763585390831,-0.046359473696983,Primary
143,0.012078122346679,0.175310414800277,
144,0.14031069283119,-0.064310113276034,Primary
145,-0.03653143171845,-0.091842820462137,
146,0.023502984080471,0.028193579213462,autonomic_ganglia
147,0.007002093013881,-0.142732188586334,Primary
148,0.079058206914305,-0.030785938349692,
149,-0.01150224875936,0.130279849058764,Metastasis
150,0.096083020550109,-0.005611224289314,Primary
151,-0.052818720587514,0.033676967359815,Metastasis
152,0.270381175031556,-0.699950554297561,Primary
153,0.043888305549695,-0.027396374925741,Primary
154,0.001087056611267,0.055568155472622,
155,0.087145041841518,-0.121022263367542,Metastasis
156,0.234127964353062,-0.171135637429132,Primary
157,0.17786100138793,0.057735769811869,
158,0.096071694490246,-0.010644447306912,Primary
159,0.007480860060554,-0.243018595417904,Primary
160,-0.017938222376483,-0.00332264444332,Primary
161,0.137430461871644,-0.371202292185637,Primary
162,0.085173599368506,-0.126611439718254,Primary
163,0.055015178000856,-0.177052038233198,Primary
164,0.152619541353251,-0.042797933127588,Primary
165,0.118322188077742,-0.089866258917347,Primary
166,0.102650597030707,0.052539242677129,Primary
167,-0.013372777246892,0.122023516223993,Primary
168,0.124027304511844,0.007517144973596,Primary
169,0.065097708175836,-0.078024553310532,Primary
170,0.145566025766547,0.014219999764442,Metastasis
171,0.059972195965866,-0.14543917353713,Primary
172,0.044444588106485,-0.087472845866145,Primary
173,-0.190282099131562,0.063283636476645,Metastasis
174,0.107053712024386,-0.145341163414864,Metastasis
175,0.036045214454124,-0.22629561864209,Metastasis
176,0.006206928202098,-0.098869158961997,
177,0.12906927473717,-0.205805677756827,Metastasis
178,0.058152473466027,-0.086024889178576,Primary
179,0.144601814034511,-0.085821654340109,Metastasis
180,0.093982985646094,-0.085882626397155,Primary
181,0.114964456717893,-0.071573698077719,Metastasis
182,0.074465141908952,-0.271252105029611,Primary
183,0.063280238011769,-0.106062323741011,Primary
184,0.092513528137571,-0.011990284022598,Metastasis
185,0.201477667527523,-0.139267359377985,Primary
186,0.179390596889448,0.095737512512247,
187,0.010328841638696,0.093580581988968,Primary
188,0.138101677549081,-0.203787175363218,Primary
189,-0.015435114921619,-0.176707256273374,Metastasis
190,-0.166146744099361,-0.01545941842552,
191,0.093116605403669,-0.040109886915664,
192,0.093397594354834,-0.146312292291479,Primary
193,0.085004509215819,0.033402842850925,
194,0.084425775432394,0.076574447876569,Metastasis
195,0.068554115076129,-0.232582724015538,Primary
196,0.141003639536911,-0.200112643077923,Primary
197,0.11830571582062,0.092312405275425,Metastasis
198,0.020314421556667,-0.272711679302099,Metastasis
199,0.089314583444453,-0.01520857115477,Primary
200,-0.036326249300239,-0.202006299816156,Metastasis
201,0.194042885801368,0.07988741327439,Metastasis
202,0.05657895715916,-0.15023993186183,Metastasis
203,0.136355272882573,-0.04657532411711,Metastasis
204,0.00556851575585,-0.071556577713208,Primary
205,-0.006392839673598,0.024090109070939,Primary
206,0.00932542295749,-0.007062481907866,Primary
207,0.063645000443935,-0.111602737298055,Primary
208,-0.096222039496132,-0.165884051030964,
209,0.101351118513519,-0.138136948110711,Metastasis
210,-0.020821818706505,-0.132720604888639,Metastasis
211,-0.050242769392929,0.036151439315149,Primary
212,-0.078391033319334,-0.165098220057338,Metastasis
213,0.104034638079017,-0.235211086923964,Metastasis
214,-0.038319271710208,-0.126986588099049,haematopoietic_and_lymphoid_tissue
215,0.100634010414272,0.078721124140613,
216,0.159451135009542,0.021030920102363,Metastasis
217,-0.054343673433016,-0.075079057492018,
218,-0.009177065359876,-0.009253600531758,Primary
219,0.060628666864942,-0.101781407908752,Primary
220,0.109541867700631,-0.010778821037448,Metastasis
221,0.071559355208359,-0.111942377509675,Metastasis
222,0.005522906517075,0.061387470898218,Primary
223,0.08031873006167,0.015771632090336,Primary
224,0.032265818131301,-0.082754401740524,Metastasis
225,0.07903189670351,-0.196150469265766,Metastasis
226,-0.040133223186686,-0.105861124413745,
227,0.055685679558273,0.076176473063413,Primary
228,-0.003119206847526,-0.272495723815716,Primary
229,0.09237886783323,0.060892989045087,Metastasis
230,0.046563331593421,-0.116645611581635,Metastasis
231,0.200740603534576,0.068977808527743,
232,-0.026555518199765,0.00315126133547,Primary
233,0.075345237345368,0.053087454154225,Metastasis
234,-0.217242566463526,-0.239853248383828,bone
235,0.028708107267685,-0.071429787898818,Primary
236,0.029635270664168,-0.073608915448156,Primary
237,-0.016851893815797,0.01620569119281,Metastasis
238,0.024584126247024,0.00468723117729,Primary
239,0.105567930438163,-0.089641409433211,Primary
240,0.075039354714176,0.000113627755445,Metastasis
241,0.033227529517148,-0.060439244426234,Primary
242,-0.067087235990389,-0.053252742689679,Metastasis
243,0.026915567076768,-0.076336890831937,Primary
244,0.043831576305077,0.007788310333233,Primary
245,0.088724042800958,-0.165516305208748,Metastasis
246,0.050859428921074,-0.167548591485851,Primary
247,0.117704705399997,-0.062710973826434,Primary
248,-0.021108165527475,-0.076988073293079,Metastasis
249,0.062233688926789,-0.167535503429405,
250,0.098489699116748,-0.017757338620657,Primary
251,0.081793065065039,-0.08065581428037,Primary
252,0.116448506215441,0.012224955364672,Metastasis
253,-0.024673901587112,-0.065872184176949,Metastasis
254,0.097548678969031,-0.118367590575276,Primary
255,0.030914556713453,-0.104306204402612,
256,0.062896683251511,-0.071599285107852,
257,-0.202097879536597,-0.055879440926458,Primary
258,0.102959838358372,-0.158921444081468,Primary
259,0.041244668022715,0.045605903901277,Metastasis
260,0.226393075562226,-0.124488109650497,
261,0.001481162858489,-0.231411952588088,Metastasis
262,0.001136594414201,-0.036674575747426,
263,0.066480950457108,-0.167810993836848,Metastasis
264,0.139555470431009,-0.09191851541656,Primary
265,0.023365975943964,-0.148140116377077,Primary
266,0.114167250531164,0.073543003575334,
267,0.053752778801405,0.186901727601475,Primary
268,0.122553481751448,-0.28403017480205,Metastasis
269,0.0484747222436,-0.118908544744832,Primary
270,-0.031693463326183,-0.034033878460649,Metastasis
271,0.046020155151595,0.078012360057764,
272,0.04562410032471,-0.197153989369149,Primary
273,-0.033752925790503,-0.160524037259391,Primary
274,0.126583207583787,0.019374902153694,Primary
275,-0.069205853719132,-0.196903865522563,Metastasis
276,0.066853173978301,0.169191102394493,
277,0.224338762995396,-0.077126089717787,Metastasis
278,0.078112080875366,-0.139827683407633,Metastasis
279,0.010944868700215,0.097046647358311,
280,-0.01233335122705,-0.080128483460721,Metastasis
281,0.087257301717768,-0.029615163669101,
282,0.07258919360156,-0.25461114008853,Metastasis
283,0.131701185595355,-0.047367050256188,Primary
284,-0.03085851971833,0.146649652459211,Metastasis
285,0.190298191965819,-0.025733665374046,Primary
286,-0.024967465386265,-0.011517646917401,Primary
287,0.059742124998871,-0.114533436263626,Metastasis
288,0.025810410539049,-0.209830173880476,Primary
289,0.127313778503946,-0.164996375783523,Primary
290,0.056919669746084,0.182478685704135,
291,0.071734281218888,-0.014469992270495,Metastasis
292,0.023130046371425,-0.134843005914744,Primary
293,-0.121941729635763,-0.032373824581184,Metastasis
294,0.155971930635417,-0.194358697084745,Primary
295,0.042971086470929,-0.048364351973281,Metastasis
296,0.033841616542299,0.088424155617076,Primary
297,0.110979105026226,-0.041802211186437,Primary
298,0.240277736748388,-0.092073547954584,
299,0.036083591078973,-0.101521759749292,Metastasis
300,0.027164456105599,0.240554654656746,
301,0.061510679338275,-0.030017334604577,Metastasis
302,0.210653871591568,0.173248135430734,
303,-0.036650617512126,0.010051452858271,
304,0.012040761005579,-0.208880335787843,
305,0.128401609166244,-0.039511223005036,Metastasis
306,0.01857445945414,0.00085428078095,Metastasis
307,0.033069062131884,-0.062113265450165,Primary
308,0.026570844500099,-0.136274531421532,Primary
309,0.124065394371888,0.082962923471451,Metastasis
310,0.17722592680614,-0.110601808282878,Metastasis
311,-0.0320970603942,-0.060725482470995,Metastasis
312,0.048748972279177,-0.178640068000351,Primary
313,0.180680601446593,0.042588597652398,
314,0.202870692946296,-0.078841547146567,Metastasis
315,0.111775895883669,-0.136249794147241,Primary
316,0.01336333173098,-0.194128706063125,Primary
317,0.084701974416752,-0.112757403592627,Primary
318,-0.127138292854241,-0.192324374457649,Metastasis
319,-0.046272183976156,0.012615502300656,central_nervous_system
320,-0.049419685083013,-0.00862067080342,Primary
321,-0.037017371375323,-0.119240572561967,
322,0.231663995064795,-0.285668717744562,Primary
323,0.080205249188749,-0.130796254674949,Metastasis
324,0.044344415175984,-0.202511893585201,Primary
325,0.114622285346922,-0.066009804736944,
326,0.040837418506538,-0.041885580022396,Primary
327,0.106899219303742,-0.048608640775348,Metastasis
328,-0.085264121326933,-0.14669619659099,
329,-0.020431798400288,0.048177980056686,Primary
330,0.061950275735992,-0.061611220545336,Primary
331,-0.043449378656285,-0.001023426986289,Metastasis
332,0.044659492406823,0.023908178691685,Metastasis
333,-0.062163103738493,0.043344960072233,Metastasis
334,0.04962257989209,-0.133227893657749,Metastasis
335,0.072390365559778,0.008890826545563,Primary
336,0.161628423649078,-0.012501025759684,
337,0.009869414094481,-0.180328843934792,
338,0.102881613587811,-0.124787076448922,
339,0.045071870969797,-0.180980876496242,Primary
340,0.090557921970632,-0.054607017154531,Metastasis
341,-0.042777827498739,0.173129359072267,Primary
342,0.066104898051853,0.053508459415689,Metastasis
343,0.089198597197958,-0.036990763894841,Primary
344,0.012003028591541,0.028533369759247,Metastasis
345,0.036816718428298,-0.144491729491762,Metastasis
346,0.013913990174319,0.026582062844657,Metastasis
347,-0.028902593420072,0.051679357812555,Primary
348,0.067188734673455,-0.301869388993643,haematopoietic_and_lymphoid_tissue
349,0.016996198854896,0.037208456425651,Metastasis
350,0.017926144566013,-0.150754938633669,Metastasis
351,-0.04450071827006,0.100122078099348,Metastasis
352,0.003043965155463,-0.15547038199463,
353,0.129059972681065,-0.058761198500055,Primary
354,-0.045494775103284,-0.072928414566288,
355,0.104272067311502,-0.040463885658401,Metastasis
356,-0.000963287301892,-0.077480386564377,Metastasis
357,0.213938972524304,-0.006642973457598,
358,0.051609406792753,0.040067415196824,Primary
359,0.065999064454376,0.090919398370542,Metastasis
360,0.009043855162363,-0.142656972028159,Primary
361,0.10812311573854,-0.191032768698134,Primary
362,-0.00738967486924,-0.176850296072645,Primary
363,0.048346098728732,-0.21830451797288,Primary
364,0.081825693998144,0.020012688568196,
365,0.038341617621698,-0.308930741831442,Primary
366,0.085878293068931,0.011614330209393,Primary
367,0.109361847574656,-0.021191685292269,Metastasis
368,0.13374639395544,-0.074248704523791,Metastasis
369,-0.039195444046221,-0.132706099295128,Metastasis
370,0.031438938549474,0.053844772928839,
371,0.111607034163401,0.055710894212145,Primary
372,0.120241288586931,-0.188746897295814,Primary
373,0.094293181300479,-0.051143319732653,Primary
374,0.063407112877357,0.03380673344359,Metastasis
375,0.089566572933072,-0.216399598497599,
376,0.130189576386128,-0.124649560960024,
377,0.164478240341003,-0.028890633520364,Metastasis
378,0.008980249070717,-0.277475132348446,Primary
379,-0.074893054656692,-0.187749312755367,Primary
380,0.140873643213449,-0.084804176197568,Primary
381,0.134932714890287,-0.036840485195193,
382,-0.056135761328246,-0.060830084270838,Primary
383,-0.013340158456061,0.00054063082369,Primary
384,0.071290407288896,-0.114542249913253,Primary
385,-0.014564979758831,0.005089780856979,Primary
386,0.110281526072537,-0.161033271540554,Primary
387,0.108176216452931,-0.032248209791675,Metastasis
388,0.020280224670193,-0.082525085039476,
389,0.036775502853773,-0.20993665190646,Metastasis
390,-0.221713922469397,-0.050198816059423,Primary
391,0.031702333063068,-0.209208225202762,Primary
392,0.049328617140776,0.075766689684248,Primary
393,0.109013892804851,-0.145949521803801,Metastasis
394,0.064386551948657,0.01936480194957,Metastasis
395,0.035959015828616,-0.11717403707055,
396,-0.034586372950891,0.127334077027443,Primary
397,0.187450229663686,0.07621255388469,
398,0.102155821234577,-0.119453034008497,Metastasis
399,0.089011464056334,-0.030504086961575,Metastasis
400,-0.093911047275303,-0.174985466620844,Primary
401,0.11980040817674,-0.164814530854971,Metastasis
402,0.223280319138706,-0.118872057859084,Metastasis
403,0.054711629197831,-0.031496282509591,Metastasis
404,0.127667169149336,0.056132954134165,Primary
405,0.009208879701318,-0.069868294857932,Metastasis
406,0.059601063104361,-0.08967612528902,Primary
407,0.102544655274001,-0.149067804862353,Primary
408,0.110474375228501,-0.381559603677325,
409,-0.002925327667894,0.117278623811677,
410,0.055254179070635,-0.150171069809008,Primary
411,0.013825199966243,0.055343263032352,Metastasis
412,0.090801337290175,-0.071123057725247,Primary
413,0.026624921424371,-0.024656355934748,Metastasis
414,0.166305113927903,-0.130691712932286,Primary
415,0.141596091942791,-0.149955776043522,Primary
416,-0.046023339236819,-0.004232680087017,Metastasis
417,0.04385246505435,0.116121208036323,Primary
418,0.008142837473002,-0.300422803118239,Primary
419,0.140365593286203,-0.061454548026303,Primary
420,0.023007392118659,-0.346487121595526,Metastasis
421,0.030443659801086,0.019711823837164,Metastasis
422,0.007157327871182,0.030841435779329,Primary
423,0.135114238214329,0.046187975847085,Primary
424,-0.045647175896957,0.078777140215957,
425,0.111222900537896,-0.262357522917708,haematopoietic_and_lymphoid_tissue
426,0.065056122840138,0.02549394353556,Primary
427,0.000837030151483,-0.595705388531234,Metastasis
428,-0.05350134665119,0.054704675028069,
429,0.023312875828567,0.068354948634625,Metastasis
430,0.077307506278605,-0.160986037885657,Primary
431,-0.025519301188583,0.033627803634949,
432,0.035024718796668,-0.046607512232836,Metastasis
433,-0.006101507845062,-0.121548798647478,
434,0.003526666293235,0.070399737161669,Metastasis
435,0.175325608155886,0.057885710578082,Primary
436,-0.019626213783515,0.061023466814642,Primary
437,0.033253206384535,0.044654121194318,
438,0.039775440684401,0.085181367760554,Primary
439,0.053895329982554,0.004209830261368,Primary
440,0.064220541272373,0.097461168125476,
441,0.129435956662478,-0.071727023780814,
442,0.036714790206334,-0.226589668574546,Metastasis
443,0.112830835706212,-0.056399580078966,Primary
444,0.192883982473073,0.164269283937292,Primary
445,0.136102182209265,-0.079579777871053,Primary
446,0.130421373749379,-0.225659407439212,Metastasis
447,0.023038098068264,0.0806080384418,
448,0.161922246661648,-0.235694747799307,
449,0.008697492449451,0.0495498795542,Primary
450,0.118035631621842,-0.055118435561281,Metastasis
451,0.030711107511253,-0.08113562579027,
452,-0.12058071069349,-0.112651010129701,Metastasis
453,0.046725957037285,0.114909649948662,Metastasis
454,0.131483651475965,-0.005790018227378,Metastasis
455,0.176919246831393,0.001233560472697,Primary
456,0.08750953631897,-0.360600842455565,Metastasis
457,0.162050775299803,-0.059728458445526,Primary
458,0.082080626411405,-0.098961417559821,
459,0.002558316874179,-0.126316029629327,Primary
460,0.024127932747122,0.010031540605124,
461,0.114046313261791,-0.051948318875482,Primary
462,0.079714402552666,-5.35398882993352e-05,Primary
463,0.144413778802119,-0.137931307632648,Primary
464,0.064134295610373,0.075681580502786,Metastasis
465,0.048456436134593,-0.079591424413233,Primary
466,-0.080161324234737,-0.122272940671174,Primary
467,0.033309625791034,-0.118899846056077,Primary
468,0.00591081038434,0.120849816299288,Primary
469,0.104848041348694,0.157654054492682,
470,0.103802808738334,0.031448463110034,Metastasis
471,0.079684467926289,-0.113295966338628,Primary
472,0.059459617369676,-0.11893162559808,Metastasis
473,-0.084603682792568,-0.09338851552858,Metastasis
474,0.102463839479275,-0.124834203415335,Metastasis
475,0.135463846816652,0.010598685798569,Primary
476,0.017864485397114,-0.058548688901829,Metastasis
477,0.157525546756895,-0.14267068058598,Metastasis
478,-0.043883526751864,-0.0321904626884,Metastasis
479,-0.012295440254222,-0.279310334945916,
480,0.109844003673572,0.013804544940083,Primary
481,-0.004208128698804,0.118318253786956,Primary
482,0.100472884707909,-0.026127509108488,
483,-0.059229125342741,-0.034305837629612,Metastasis
484,0.049629510888816,-0.150240165493868,Primary
485,0.076541512356088,0.117464900508348,
486,0.038062986359074,-0.085503417978015,Metastasis
487,0.003243083289422,-0.139824204121263,Metastasis
488,0.005233313019019,-0.021639967854674,
489,0.041198584537731,-0.196701817887257,Primary
490,0.156130750175156,-0.138159105153253,Primary
491,0.068633546307617,0.073358881135389,Primary
492,0.060305833883827,0.006273031727346,Primary
493,-0.1216452782773,0.100524743890354,Primary
494,0.140763802523884,-0.067015089542079,Primary
495,0.086411821373101,-0.110526371350568,Metastasis
496,0.01379498806003,-0.08933671971937,Metastasis
497,0.080010121816142,0.008419668106406,Metastasis
498,-0.106665521708056,0.094202717146419,Metastasis
499,0.039378103316757,-0.069861584250313,Metastasis
500,0.134467844339088,-0.036884333605794,Primary
501,0.011948973840809,-0.028472427682143,Primary
502,0.051688720336871,-0.017313273428565,
503,0.094620062585624,-0.221114997342103,Metastasis
504,0.093696771404275,-0.043958895314133,Metastasis
505,-0.142682121133015,-0.153489358085174,Metastasis
506,0.04168028089346,-0.292903034345336,Metastasis
507,0.084584308846625,0.073349357490124,Primary
508,-0.024275092270937,0.0479445285232,Primary
509,0.157168406004698,-0.098659785898695,Primary
510,0.029442058906279,0.045811565629151,Metastasis
511,0.156488407875676,0.01460061603694,Primary
512,0.069185405641317,-0.124226283110722,Primary
513,0.160891691277741,-0.063481538774193,
514,0.074175296186654,-0.049330181807146,
515,0.074251100349413,0.001122143810649,Primary
516,-0.022560120436774,-0.183781754966974,soft_tissue
517,-0.012085386513044,0.05270181716161,Primary
518,0.120127156161502,-0.196877754027177,Primary
519,0.057974893077617,0.062676583396767,Primary
520,0.081103450537253,-0.180065592831617,
521,-0.114160571556834,-0.000510854208733,Metastasis
522,0.057153471417754,-0.079039543875081,Metastasis
523,0.060346470475316,-0.171365165747739,Metastasis
524,0.055213367398254,-0.085304649104015,Primary
525,0.035210097022945,0.023283041575023,Metastasis
526,0.070652896484911,-0.155528837092066,Primary
527,0.033153133765899,-0.004186738662328,
528,0.268034185055752,-0.014301474163834,Primary
529,0.106266475413956,-0.037104851367963,Primary
530,0.147662380490192,-0.045450579350119,Primary
531,0.146487501271868,-0.070408289323513,Primary
532,-0.065588956810932,-0.217503808612934,Metastasis
533,0.100281078063234,-0.023765585406045,
534,0.088789205408744,0.010281427699547,Primary
535,0.110070062723746,-0.076124297804188,Primary
536,0.13023542933099,-0.254967382438475,Primary
537,-0.01717883380359,0.108137367716582,Primary
538,0.013930523515475,0.022835817060405,Primary
539,0.129155699590205,-0.005156890131139,Primary
540,0.17585246864914,-0.172699550137299,Primary
541,0.031037976822553,0.015262021552582,Primary
542,-0.037554355114309,-0.028276649356732,Primary
543,0.115004874498661,-0.037057843543004,Primary
544,0.089348668096783,-0.043207263487695,Primary
545,0.073332826248896,-0.189506010560776,Primary
546,0.015357819992271,-0.135654841847149,Metastasis
547,0.069214576446856,0.04487801961472,Metastasis
548,0.067297791817787,0.033321392576797,
549,0.035370047263404,-0.163446572060862,Metastasis
550,0.047178039546451,-0.078291665166256,Primary
551,0.135192490953969,-0.15633542884752,Metastasis
552,-0.055229769259308,0.031230919321658,
553,0.105536541749726,-0.051878922007908,Metastasis
554,0.004915939736826,0.03800817596607,Primary
555,0.132475376688241,-0.082015567936641,Primary
556,0.221457821103711,-0.154667093633376,Primary
557,0.106724148860311,0.007226207581608,Metastasis
558,0.033355837131223,0.047260978947304,Primary
559,0.112857877031244,-0.102770962485145,Metastasis
560,0.088063576832573,-0.107968016751492,Metastasis
561,0.158290855379914,-0.04701777776116,Primary
562,0.145558881900542,-0.02218156816057,Primary
563,0.243480835950742,-0.052683046485804,Primary
564,0.094971391849247,0.110283387086657,
565,0.039502252811419,0.149844254026347,Metastasis
566,-0.027459342009405,-0.066276553546588,Primary
567,0.090107934379979,-0.032649061422994,
568,-0.197117715627106,-0.134643284842111,Metastasis
569,0.115396103858548,-0.061452254709927,Metastasis
570,-0.004366777944232,0.049265606181034,Metastasis
571,0.050197717233286,0.038001122508719,Metastasis
572,0.038393684024685,-0.133181201154633,Primary
573,0.104834800673852,0.103445363921448,Primary
574,0.036812573302156,-0.168285872715387,Primary
575,0.079383955667172,-0.094602105841112,Metastasis
576,-0.071274039178234,0.062882075619078,
577,0.066859700745364,-0.025669869749969,Primary
578,0.090396898374307,0.013500942854906,Metastasis
579,0.116327054710543,-0.194114101328312,Metastasis
580,0.02496324271793,-0.061986703686521,Primary
581,0.162731149643727,0.202728210937997,Metastasis
582,0.07119637891263,0.042509016960848,Primary
583,0.127718294496534,-0.032474034488303,Primary
584,0.077864025256776,-0.149513625744049,
585,0.099481149747023,-0.049000017541045,Primary
586,0.008722185242621,-0.168675657990795,Primary
587,0.03409145037781,0.012390173486398,Primary
588,0.098086805535375,-0.151929852248241,Primary
589,-0.103420153620202,-0.147007800683104,
590,0.067135764727914,0.128487604038453,Metastasis
591,0.079262291796778,-0.087270243372915,
592,0.141835146234999,-0.252876742545429,
593,0.059995784087823,-0.14385749486533,Metastasis
594,0.054516004162574,-0.021086947654335,Primary
595,-0.035435846598101,-0.039690880916217,Metastasis
596,0.153205334394576,0.147845981291662,Metastasis
597,0.058513041637459,-0.528391861631446,Primary
598,0.116408852282479,-0.075717736493642,
599,0.229138415033019,-0.22094415957583,Primary
600,0.096501575088506,0.022732037501124,Primary
601,0.081605553844372,0.004648613575652,
602,0.139120760193322,0.004349877547308,Primary
603,0.117056950036682,-0.120499658021485,kidney
